Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Building and Operationalizing Data Processing Systems: Quiz: Designing and Building Data Processing Systems,2mins,Medium,"data, dataproc, cloud SQL, dataflow, Pub/Sub, and BigQuery",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359803
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Analyzing and modeling,3mins,Medium,"data, analyzing, modeling, Machine learning, pre-trained, tensorflow",https://www.cloudskillsboost.google/course_sessions/5149327/video/359804
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Analyzing data,3mins,Medium,"data, SQL, analysis, machine learning, algorithm",https://www.cloudskillsboost.google/course_sessions/5149327/video/359805
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Machine Learning,33secs,Medium,"data, machine learning, bigquery, dataflow, tensorflow, Cloud Pub/Sub",https://www.cloudskillsboost.google/course_sessions/5149327/video/359806
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Machine learning and unstructured data,4:45mins,Medium,"data engineer, machine learning, model, MSE, RMSE, gradient descent",https://www.cloudskillsboost.google/course_sessions/5149327/video/359807
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Training and validating,2:20mins,Medium,"data, model, training, validaion, metric, underfitting, overfitting",https://www.cloudskillsboost.google/course_sessions/5149327/video/359808
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Practice exam questions 03,2:45mins,Medium,"data, classification, model, sentiment analysis, Natural language",https://www.cloudskillsboost.google/course_sessions/5149327/video/359809
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Exam Guide Review,2 mins,Medium,"Features, Labels, Models, Regression,  Classification, Supervised, unsupervised learning, Evaluation, Metrics ",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359810
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Case study 02,3:45mins,Medium,"data, bigquery, GCP, logs",https://www.cloudskillsboost.google/course_sessions/5149327/video/359811
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Case study 02,2mins,Medium,"data, bigquery, google cloud, logs, IAM",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359812
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Modeling business processes for analysis and optimization,2:25mins,Medium,"data, modeling, confusion matrix, ML, pre-trained",https://www.cloudskillsboost.google/course_sessions/5149327/video/359813
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Feature engineering and performance,2mins,Medium,"data, feature engineering, hyperparameters, performance, query",https://www.cloudskillsboost.google/course_sessions/5149327/video/359814
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Schema and performance,2:22mins,Medium,"data, normalization, denormalized, bigquery, database",https://www.cloudskillsboost.google/course_sessions/5149327/video/359815
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Pipeline and performance,2 minutes,Medium,"data, SQL, efficiency, performance, select, limit",https://www.cloudskillsboost.google/course_sessions/5149327/video/359816
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Dividing work,1:46mins,Medium,"data, partitioning, bigquery, ,ml, GroupByKey, CombineByKey",https://www.cloudskillsboost.google/course_sessions/5149327/video/359817
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Bigtable performance,4mins,Medium,"data, bigtable, nodes, bigquery, SQL, timestamp, time series, performance",https://www.cloudskillsboost.google/course_sessions/5149327/video/359818
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Price estimation,43 secs,Medium,"data, bigquery, query validator, pricing calculator",https://www.cloudskillsboost.google/course_sessions/5149327/video/359819
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Case study 03,3 mins,Medium,"data, SQL, pipeline, cloud storage, cloud analytics, hadoop, logs",https://www.cloudskillsboost.google/course_sessions/5149327/video/359820
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Case study 03,3 mins,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359821
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Challenge Lab 02 Intro,24 secs,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/video/359822
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: PDE Prep: Cloud Dataproc Cluster Operations and Maintenance,2hrs,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/labs/359823
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Exam Tips #5,1 min,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359824
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Operationalizing Machine Learning Models: Quiz: Operationalizing Machine Learning Models,1 mins,Medium,"data, bigtable, cloud storage, bigquery, SQL, Cloud Analytics",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359825
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Designing for Security and Compliance",4:34mins,Medium,"data engineering, cloud dataproc, logs, encryption, cloud storage",https://www.cloudskillsboost.google/course_sessions/5149327/video/359826
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Practice exam questions 04",1mins,Medium,"data engineer, cloud storage, bigquery, Analyst3",https://www.cloudskillsboost.google/course_sessions/5149327/video/359827
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Performing quality control",3mins,Medium,"data engineering, monitoring, stackdriver, tensorflow, security",https://www.cloudskillsboost.google/course_sessions/5149327/video/359828
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Ensuring reliability",2mins,Medium,"data, realibility, scaling, nodes, availability, failover",https://www.cloudskillsboost.google/course_sessions/5149327/video/359829
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Ensuring Solution Quality: Exam Guide Review",2mins,Medium,"data, data security, dataprep, data security, pipeline",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359830
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Exam Tips #5",1 mins,Medium,"data, data security, dataprep, data security, pipeline",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359831
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,"Security, Policy, and Reliability: Quiz: Preparing for Reliability, Policy, and Security",2 mins,Medium,"data, data security,, data security, scaling, disaster recovery",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359832
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Resources and next steps,2 mins,Medium,"data, data security,, data security, scaling, disaster recovery",https://www.cloudskillsboost.google/course_sessions/5149327/video/359833
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Practice exam quiz,14secs,Medium,"data, data security,, data security, scaling, disaster recovery",https://www.cloudskillsboost.google/course_sessions/5149327/video/359834
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps: Instructions of GRADED and UNGRADED Practice Exam Quizzes,1 mins,Medium,"data engineer, graded, ungraded, ",https://www.cloudskillsboost.google/course_sessions/5149327/documents/359835
Data Engineer - Preparing for the Google Cloud Professional Data Engineer Exam,Google Cloud Skill Boost,Beginner,Free during mentorship period,Resources and Next Steps:  Quiz: Ungraded Practice Exam,10mins,Medium,"data, data security, dataprep, data security, pipeline",https://www.cloudskillsboost.google/course_sessions/5149327/quizzes/359836
