Course_Learning_Material,Source,Course_Level,Type,Module,Difficulty_Level,Keywords_Tags_Skills_Interests_Categories,Links,Duration_in_minutes
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationWhat Is Computer Vision,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381937,4
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationDifferent Type of Computer Vision Problems,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381938,6
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationComputer Vision Use Cases,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381939,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationVision API - Pre-built ML Models,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381940,11
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Introduction to Computer Vision and Pre-built ML Models for Image ClassificationLab Introduction - Detecting Labels, Faces, and Landmarks in Images with the Cloud Vision API",Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381941,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Introduction to Computer Vision and Pre-built ML Models for Image ClassificationDetecting Labels, Faces, and Landmarks in Images with the Cloud Vision API",Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/labs/381942,40
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationLab Introduction - Lab: Extracting Text from the images using the Google Cloud Vision API,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/video/381943,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationExtracting Text from the Images using the Google Cloud Vision API,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/labs/381944,60
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationReadings,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/documents/381945,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Introduction to Computer Vision and Pre-built ML Models for Image ClassificationQuiz,Hard,"Machine learning, Computer vision,Google Cloud,Vision API",https://www.cloudskillsboost.google/course_sessions/5304490/quizzes/381946,10
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AI,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381947,128
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AIWhat is Vertex AI and why does a unified platform matter?,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381947,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AIIntroduction to AutoML Vision on Vertex AI,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381948,3
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Vertex AI and AutoML Vision on Vertex AIHow does Vertex AI help with the ML workflow, part 1 ?",Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381949,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Vertex AI and AutoML Vision on Vertex AIHow does Vertex AI help with the ML workflow, part 2 ?",Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381950,7
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AIWhich vision product is right for you ?,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381951,5
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AILab Introduction - Identifying Damaged Car Parts with Vertex AI for AutoML Vision users,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/video/381952,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AI Identifying Damaged Car Parts with Vertex AI for AutoML Vision Users,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/labs/381953,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AIReadings,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/documents/381954,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Vertex AI and AutoML Vision on Vertex AIQuiz,Hard,"AutoML,Vertex AI",https://www.cloudskillsboost.google/course_sessions/5304490/quizzes/381955,10
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network models",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381956,372
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsIntroduction",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381956,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsIntroduction to Linear Models",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381957,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsReading the Data",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381958,9
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsImplementing Linear Models for Image Classification",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381959,15
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsLab Introduction - Classifying Images with a Linear Model",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381960,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network models Classifying Images with a Linear Model",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/labs/381961,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsNeural Networks and Deep Neural Networks for Image Classification",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381962,8
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsLab Introduction - Classifying Images with a NN and DNN Model",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381963,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network models Classifying Images with a NN and DNN Model",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/labs/381964,135
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsDeep Neural Networks with Dropout and Batch Normalization",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381965,7
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsLab Introduction - Classifying Images using Dropout and Batchnorm Layer",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/video/381966,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsClassifying Images using Dropout and Batchnorm Layer",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/labs/381967,90
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsReadings",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/documents/381968,2
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,"Custom Training with Linear, Neural Network and Deep Neural Network modelsQuiz",Hard,"Deep Neural Network,Image Classification,Normalization",https://www.cloudskillsboost.google/course_sessions/5304490/quizzes/381969,10
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Convolutional Neural Networks,Hard,"CNN,Vertex AI,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304490/video/381970,141
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Convolutional Neural NetworksIntroduction,Hard,"CNN,Vertex AI,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304490/video/381970,1
Machine Learning Engineer Learning Path,Google Cloud Skill Boost,Advanced,Free during mentorship period,Convolutional Neural NetworksConvolutional Neural Networks,Hard,"CNN,Vertex AI,Tensorflow",https://www.cloudskillsboost.google/course_sessions/5304490/video/381971,7
